SUL name|Seed|Cache|ClosingStrategy|ObservationTableCEXHandler|EquivalenceOracle|Method|Reading OT|Reused queries [resets]|Reused queries [symbols]|Rounds|MQ [resets]|MQ [symbols]|EQ [resets]|EQ [symbols]|Learning [ms]|Searching for counterexample [ms]|Qsize|Isize|Equivalent|Info|Reused prefixes|Reused suffixes
client_098za.dot.kiss|1548860915383|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098m.dot.ot|null|null|1|456|1928|0|0|26|3|7|8|OK|N/A|null|null
client_098za.dot.kiss|1548860916446|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098m.dot.ot|776|3848|1|776|3848|0|0|32|3|7|8|OK|N/A|7/12|4/8
client_098za.dot.kiss|1548860917439|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098m.dot.ot|776|3848|1|776|3848|0|0|33|4|7|8|OK|N/A|7/12|4/8
client_098za.dot.kiss|1548860918434|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098m.dot.ot|null|null|1|264|1096|0|0|52|3|7|8|OK|N/A|null|null
client_098za.dot.kiss|1548860919435|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_100m.dot.ot|null|null|1|456|1928|0|0|20|3|7|8|OK|N/A|null|null
client_098za.dot.kiss|1548860920433|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_100m.dot.ot|456|1928|1|456|1928|0|0|32|4|7|8|OK|N/A|7/7|4/8
client_098za.dot.kiss|1548860921432|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_100m.dot.ot|456|1928|1|456|1928|0|0|31|4|7|8|OK|N/A|7/7|4/8
client_098za.dot.kiss|1548860922425|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_100m.dot.ot|null|null|1|256|1056|0|0|45|3|7|8|OK|N/A|null|null
client_098za.dot.kiss|1548860923382|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_101.dot.ot|null|null|1|456|1928|0|0|18|4|7|8|OK|N/A|null|null
client_098za.dot.kiss|1548860924444|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_101.dot.ot|776|3848|1|776|3848|0|0|26|4|7|8|OK|N/A|7/12|4/8
client_098za.dot.kiss|1548860925531|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_101.dot.ot|776|3848|1|776|3848|0|0|42|4|7|8|OK|N/A|7/12|4/8
client_098za.dot.kiss|1548860927194|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_101.dot.ot|null|null|1|264|1096|0|0|63|3|7|8|OK|N/A|null|null
client_098za.dot.kiss|1548860928420|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_101h.dot.ot|null|null|1|456|1928|0|0|24|4|7|8|OK|N/A|null|null
client_098za.dot.kiss|1548860929101|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_101h.dot.ot|456|1928|1|456|1928|0|0|20|2|7|8|OK|N/A|7/7|4/8
client_098za.dot.kiss|1548860930129|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_101h.dot.ot|456|1928|1|456|1928|0|0|31|4|7|8|OK|N/A|7/7|4/8
client_098za.dot.kiss|1548860931594|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_101h.dot.ot|null|null|1|256|1056|0|0|40|4|7|8|OK|N/A|null|null
client_098za.dot.kiss|1548860931651|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_102.dot.ot|null|null|1|456|1928|0|0|23|3|7|8|OK|N/A|null|null
client_098za.dot.kiss|1548860933446|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_102.dot.ot|456|1928|1|456|1928|0|0|24|4|7|8|OK|N/A|7/7|4/8
client_098za.dot.kiss|1548860936298|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_102.dot.ot|456|1928|1|456|1928|0|0|24|4|7|8|OK|N/A|7/7|4/8
client_098za.dot.kiss|1548860943182|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_102.dot.ot|null|null|1|256|1056|0|0|48|4|7|8|OK|N/A|null|null
client_098za.dot.kiss|1548860943214|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_110-pre1.dot.ot|null|null|1|456|1928|0|0|23|3|7|8|OK|N/A|null|null
client_098za.dot.kiss|1548860943244|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_110-pre1.dot.ot|456|1928|1|456|1928|0|0|29|3|7|8|OK|N/A|7/7|4/8
client_098za.dot.kiss|1548860944311|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_110-pre1.dot.ot|456|1928|1|456|1928|0|0|39|4|7|8|OK|N/A|7/7|4/8
client_098za.dot.kiss|1548860944518|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_110-pre1.dot.ot|null|null|1|256|1056|0|0|63|3|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860952378|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098j.dot.ot|null|null|1|456|1928|0|0|19|3|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860953393|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098j.dot.ot|776|3848|1|776|3848|0|0|27|2|7|8|OK|N/A|7/12|4/8
client_100m.dot.kiss|1548860954449|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098j.dot.ot|776|3848|1|776|3848|0|0|32|4|7|8|OK|N/A|7/12|4/8
client_100m.dot.kiss|1548860955455|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098j.dot.ot|null|null|1|264|1096|0|0|54|3|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860956426|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098l.dot.ot|null|null|1|456|1928|0|0|28|2|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860957406|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098l.dot.ot|776|3848|1|776|3848|0|0|34|4|7|8|OK|N/A|7/12|4/8
client_100m.dot.kiss|1548860958457|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098l.dot.ot|776|3848|1|776|3848|0|0|28|4|7|8|OK|N/A|7/12|4/8
client_100m.dot.kiss|1548860959515|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098l.dot.ot|null|null|1|264|1096|0|0|50|4|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860960453|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098m.dot.ot|null|null|1|456|1928|0|0|24|3|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860961466|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098m.dot.ot|776|3848|1|776|3848|0|0|39|4|7|8|OK|N/A|7/12|4/8
client_100m.dot.kiss|1548860962463|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098m.dot.ot|776|3848|1|776|3848|0|0|34|4|7|8|OK|N/A|7/12|4/8
client_100m.dot.kiss|1548860964142|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098m.dot.ot|null|null|1|264|1096|0|0|89|5|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860965868|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098za.dot.ot|456|1928|1|456|1928|0|0|41|5|7|8|OK|N/A|7/7|4/8
client_100m.dot.kiss|1548860965866|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098za.dot.ot|null|null|1|456|1928|0|0|25|6|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860966570|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098za.dot.ot|456|1928|1|456|1928|0|0|24|4|7|8|OK|N/A|7/7|4/8
client_100m.dot.kiss|1548860967480|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098za.dot.ot|null|null|1|256|1056|0|0|51|3|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860969000|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_101.dot.ot|null|null|1|456|1928|0|0|23|4|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860970482|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_101.dot.ot|776|3848|1|776|3848|0|0|29|3|7|8|OK|N/A|7/12|4/8
client_100m.dot.kiss|1548860971891|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_101.dot.ot|776|3848|1|776|3848|0|0|38|4|7|8|OK|N/A|7/12|4/8
client_100m.dot.kiss|1548860974942|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_101.dot.ot|null|null|1|264|1096|0|0|76|3|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860975597|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_101h.dot.ot|null|null|1|456|1928|0|0|46|6|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860976334|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_101h.dot.ot|456|1928|1|456|1928|0|0|39|5|7|8|OK|N/A|7/7|4/8
client_100m.dot.kiss|1548860977020|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_101h.dot.ot|456|1928|1|456|1928|0|0|60|4|7|8|OK|N/A|7/7|4/8
client_100m.dot.kiss|1548860977335|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_102.dot.ot|null|null|1|456|1928|0|0|42|4|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860977294|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_101h.dot.ot|null|null|1|256|1056|0|0|92|4|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860978282|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_102.dot.ot|456|1928|1|456|1928|0|0|60|10|7|8|OK|N/A|7/7|4/8
client_100m.dot.kiss|1548860979278|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_102.dot.ot|456|1928|1|456|1928|0|0|37|4|7|8|OK|N/A|7/7|4/8
client_100m.dot.kiss|1548860980379|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_102.dot.ot|null|null|1|256|1056|0|0|72|4|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860980828|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_110-pre1.dot.ot|null|null|1|456|1928|0|0|30|4|7|8|OK|N/A|null|null
client_100m.dot.kiss|1548860981653|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_110-pre1.dot.ot|456|1928|1|456|1928|0|0|24|4|7|8|OK|N/A|7/7|4/8
client_100m.dot.kiss|1548860982517|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_110-pre1.dot.ot|456|1928|1|456|1928|0|0|28|4|7|8|OK|N/A|7/7|4/8
client_100m.dot.kiss|1548860983520|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_110-pre1.dot.ot|null|null|1|256|1056|0|0|48|3|7|8|OK|N/A|null|null
client_101.dot.kiss|1548860984533|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098j.dot.ot|null|null|1|776|3848|0|0|28|4|12|8|OK|N/A|null|null
client_101.dot.kiss|1548860986667|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098j.dot.ot|776|3848|1|776|3848|0|0|38|4|12|8|OK|N/A|12/12|4/8
client_101.dot.kiss|1548860986745|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098j.dot.ot|776|3848|1|776|3848|0|0|37|4|12|8|OK|N/A|12/12|4/8
client_101.dot.kiss|1548860987562|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098j.dot.ot|null|null|1|436|2116|0|0|86|4|12|8|OK|N/A|null|null
client_101.dot.kiss|1548860988965|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098l.dot.ot|null|null|1|776|3848|0|0|26|4|12|8|OK|N/A|null|null
client_101.dot.kiss|1548860990686|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098l.dot.ot|776|3848|1|776|3848|0|0|37|4|12|8|OK|N/A|12/12|4/8
client_101.dot.kiss|1548860991125|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098l.dot.ot|776|3848|1|776|3848|0|0|31|4|12|8|OK|N/A|12/12|4/8
client_101.dot.kiss|1548860991545|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098l.dot.ot|null|null|1|436|2116|0|0|77|4|12|8|OK|N/A|null|null
client_101.dot.kiss|1548860992487|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098m.dot.ot|null|null|1|776|3848|0|0|24|2|12|8|OK|N/A|null|null
client_101.dot.kiss|1548860993545|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098m.dot.ot|776|3848|1|776|3848|0|0|37|4|12|8|OK|N/A|12/12|4/8
client_101.dot.kiss|1548860994896|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098m.dot.ot|776|3848|1|776|3848|0|0|34|5|12|8|OK|N/A|12/12|4/8
client_101.dot.kiss|1548860996549|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098m.dot.ot|null|null|1|436|2116|0|0|86|5|12|8|OK|N/A|null|null
client_101.dot.kiss|1548860996670|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098za.dot.ot|null|null|1|776|3848|0|0|34|3|12|8|OK|N/A|null|null
client_101.dot.kiss|1548860997557|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098za.dot.ot|456|1928|2|615|2883|128|553|42|37|12|8|OK|N/A|7/7|3/8
client_101.dot.kiss|1548860998559|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098za.dot.ot|776|3848|1|776|3848|0|0|37|4|12|8|OK|N/A|12/7|4/8
client_101.dot.kiss|1548860999504|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098za.dot.ot|null|null|2|414|2007|128|553|49|32|12|8|OK|N/A|null|null
client_101.dot.kiss|1548861000513|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_100m.dot.ot|null|null|1|776|3848|0|0|27|3|12|8|OK|N/A|null|null
client_101.dot.kiss|1548861001502|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_100m.dot.ot|456|1928|2|615|2883|128|553|33|30|12|8|OK|N/A|7/7|3/8
client_101.dot.kiss|1548861002562|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_100m.dot.ot|776|3848|1|776|3848|0|0|32|5|12|8|OK|N/A|12/7|4/8
client_101.dot.kiss|1548861003597|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_100m.dot.ot|null|null|2|414|2007|128|553|48|31|12|8|OK|N/A|null|null
client_101.dot.kiss|1548861004572|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_101h.dot.ot|null|null|1|776|3848|0|0|29|4|12|8|OK|N/A|null|null
client_101.dot.kiss|1548861005588|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_101h.dot.ot|456|1928|2|615|2883|128|553|32|26|12|8|OK|N/A|7/7|3/8
client_101.dot.kiss|1548861009068|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_102.dot.ot|null|null|1|776|3848|0|0|42|3|12|8|OK|N/A|null|null
client_101.dot.kiss|1548861009050|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_101h.dot.ot|null|null|2|414|2007|128|553|62|42|12|8|OK|N/A|null|null
client_101.dot.kiss|1548861009054|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_101h.dot.ot|776|3848|1|776|3848|0|0|35|7|12|8|OK|N/A|12/7|4/8
client_101.dot.kiss|1548861009566|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_102.dot.ot|456|1928|2|615|2883|128|553|34|35|12|8|OK|N/A|7/7|3/8
client_101.dot.kiss|1548861010582|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_102.dot.ot|776|3848|1|776|3848|0|0|35|4|12|8|OK|N/A|12/7|4/8
client_101.dot.kiss|1548861011585|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_102.dot.ot|null|null|2|414|2007|128|553|49|39|12|8|OK|N/A|null|null
client_101.dot.kiss|1548861012527|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_110-pre1.dot.ot|null|null|1|776|3848|0|0|26|3|12|8|OK|N/A|null|null
client_101.dot.kiss|1548861013589|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_110-pre1.dot.ot|456|1928|2|615|2883|128|553|36|25|12|8|OK|N/A|7/7|3/8
client_101.dot.kiss|1548861016698|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_110-pre1.dot.ot|776|3848|1|776|3848|0|0|44|4|12|8|OK|N/A|12/7|4/8
client_101.dot.kiss|1548861016917|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_110-pre1.dot.ot|null|null|2|414|2007|128|553|65|40|12|8|OK|N/A|null|null
client_101h.dot.kiss|1548861017728|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098j.dot.ot|null|null|1|456|1928|0|0|19|3|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861018753|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098j.dot.ot|776|3848|1|776|3848|0|0|31|3|7|8|OK|N/A|7/12|4/8
client_101h.dot.kiss|1548861019779|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098j.dot.ot|776|3848|1|776|3848|0|0|37|4|7|8|OK|N/A|7/12|4/8
client_101h.dot.kiss|1548861020672|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098j.dot.ot|null|null|1|264|1096|0|0|59|2|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861022628|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098l.dot.ot|null|null|1|456|1928|0|0|26|4|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861022748|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098l.dot.ot|776|3848|1|776|3848|0|0|28|3|7|8|OK|N/A|7/12|4/8
client_101h.dot.kiss|1548861023726|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098l.dot.ot|776|3848|1|776|3848|0|0|36|2|7|8|OK|N/A|7/12|4/8
client_101h.dot.kiss|1548861024896|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098l.dot.ot|null|null|1|264|1096|0|0|52|5|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861025749|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098m.dot.ot|null|null|1|456|1928|0|0|27|4|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861026807|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098m.dot.ot|776|3848|1|776|3848|0|0|35|3|7|8|OK|N/A|7/12|4/8
client_101h.dot.kiss|1548861027761|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098m.dot.ot|776|3848|1|776|3848|0|0|36|4|7|8|OK|N/A|7/12|4/8
client_101h.dot.kiss|1548861031474|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098m.dot.ot|null|null|1|264|1096|0|0|52|4|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861031502|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098za.dot.ot|null|null|1|456|1928|0|0|23|4|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861031578|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098za.dot.ot|456|1928|1|456|1928|0|0|24|2|7|8|OK|N/A|7/7|4/8
client_101h.dot.kiss|1548861032535|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098za.dot.ot|456|1928|1|456|1928|0|0|31|4|7|8|OK|N/A|7/7|4/8
client_101h.dot.kiss|1548861033483|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098za.dot.ot|null|null|1|256|1056|0|0|49|3|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861034926|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_100m.dot.ot|null|null|1|456|1928|0|0|26|4|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861036122|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_100m.dot.ot|456|1928|1|456|1928|0|0|30|3|7|8|OK|N/A|7/7|4/8
client_101h.dot.kiss|1548861037523|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_100m.dot.ot|456|1928|1|456|1928|0|0|24|5|7|8|OK|N/A|7/7|4/8
client_101h.dot.kiss|1548861038100|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_100m.dot.ot|null|null|1|256|1056|0|0|52|3|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861039160|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_101.dot.ot|null|null|1|456|1928|0|0|21|3|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861040644|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_101.dot.ot|776|3848|1|776|3848|0|0|29|3|7|8|OK|N/A|7/12|4/8
client_101h.dot.kiss|1548861041551|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_101.dot.ot|776|3848|1|776|3848|0|0|30|3|7|8|OK|N/A|7/12|4/8
client_101h.dot.kiss|1548861042088|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_101.dot.ot|null|null|1|264|1096|0|0|56|4|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861043417|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_102.dot.ot|null|null|1|456|1928|0|0|22|3|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861044092|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_102.dot.ot|456|1928|1|456|1928|0|0|47|3|7|8|OK|N/A|7/7|4/8
client_101h.dot.kiss|1548861045077|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_102.dot.ot|456|1928|1|456|1928|0|0|39|3|7|8|OK|N/A|7/7|4/8
client_101h.dot.kiss|1548861046478|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_102.dot.ot|null|null|1|256|1056|0|0|55|3|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861046835|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_110-pre1.dot.ot|null|null|1|456|1928|0|0|24|3|7|8|OK|N/A|null|null
client_101h.dot.kiss|1548861047581|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_110-pre1.dot.ot|456|1928|1|456|1928|0|0|21|3|7|8|OK|N/A|7/7|4/8
client_101h.dot.kiss|1548861048811|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_110-pre1.dot.ot|456|1928|1|456|1928|0|0|22|3|7|8|OK|N/A|7/7|4/8
client_101h.dot.kiss|1548861050192|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_110-pre1.dot.ot|null|null|1|256|1056|0|0|58|3|7|8|OK|N/A|null|null
client_102.dot.kiss|1548861050944|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098j.dot.ot|null|null|1|456|1928|0|0|28|3|7|8|OK|N/A|null|null
client_102.dot.kiss|1548861051884|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098j.dot.ot|776|3848|1|776|3848|0|0|26|2|7|8|OK|N/A|7/12|4/8
client_102.dot.kiss|1548861052951|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098j.dot.ot|776|3848|1|776|3848|0|0|23|3|7|8|OK|N/A|7/12|4/8
client_102.dot.kiss|1548861053885|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098j.dot.ot|null|null|1|264|1096|0|0|53|4|7|8|OK|N/A|null|null
client_102.dot.kiss|1548861056426|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098l.dot.ot|null|null|1|456|1928|0|0|28|4|7|8|OK|N/A|null|null
client_102.dot.kiss|1548861056479|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v0|client_098l.dot.ot|776|3848|1|776|3848|0|0|38|3|7|8|OK|N/A|7/12|4/8
client_102.dot.kiss|1548861056981|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v1|client_098l.dot.ot|776|3848|1|776|3848|0|0|29|4|7|8|OK|N/A|7/12|4/8
client_102.dot.kiss|1548861057907|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|DL*M_v2|client_098l.dot.ot|null|null|1|264|1096|0|0|44|2|7|8|OK|N/A|null|null
client_102.dot.kiss|1548861058955|Y|CloseFirst|RivestSchapire|WpMethodHypEQOracle(2)|Adaptive|client_098m.dot.ot|null|null|1|456|1928|0|0|23|3|7|8|OK|N/A|null|null
