"SUL"	"Reuse"	"Method"	"N"	"TQ_Resets"	"sd"	"se"	"ci"
"srv_101"	"srv_097"	"∂L*M"	500	7897.816	213.138730363023	9.53185379459437	18.7275133008371
"srv_101"	"srv_097"	"DL*M+"	500	8400.92	105.10855920636	4.70059766804964	9.23540239362532
"srv_101"	"srv_097"	"DL*M"	500	8513.344	256.658396958796	11.4781124519199	22.5513848873487
"srv_101"	"srv_097"	"Adp"	500	7854	0	0	0
"srv_101"	"srv_097c"	"∂L*M"	500	7708.902	16.9673857845197	0.758804560292993	1.49084562162313
"srv_101"	"srv_097c"	"DL*M+"	500	8101.61	27.9642969482091	1.25060137838371	2.45709328452019
"srv_101"	"srv_097c"	"DL*M"	500	7980.056	14.2363693554519	0.636669792631706	1.25088385393755
"srv_101"	"srv_097c"	"Adp"	500	7854	0	0	0
"srv_101"	"srv_097e"	"∂L*M"	500	7708.2	15.8517682645889	0.708912628063894	1.39282147599946
"srv_101"	"srv_097e"	"DL*M+"	500	8102.38	27.5134436077768	1.23043860404192	2.41747888916703
"srv_101"	"srv_097e"	"DL*M"	500	7980.448	14.0068440185046	0.626405107512251	1.23071652539412
"srv_101"	"srv_097e"	"Adp"	500	7854	0	0	0
"srv_101"	"srv_098f"	"∂L*M"	500	7710.36	16.5196912925394	0.738783053948589	1.45150877965644
"srv_101"	"srv_098f"	"DL*M+"	500	8100.73	27.9538895304349	1.25013594451144	2.45617883291179
"srv_101"	"srv_098f"	"DL*M"	500	7979.608	14.231071033676	0.636432844478553	1.25041831493691
"srv_101"	"srv_098f"	"Adp"	500	7854	0	0	0
"srv_101"	"srv_098l"	"∂L*M"	500	7693.652	106.432451015931	4.75980390967076	9.35172663666825
"srv_101"	"srv_098l"	"DL*M+"	500	7815.06	11.6485095849685	0.520937185370947	1.0235005989567
"srv_101"	"srv_098l"	"DL*M"	500	7732.32	6.65629119141055	0.297678391640541	0.584857485118115
"srv_101"	"srv_098l"	"Adp"	500	7769	0	0	0
"srv_101"	"srv_098m"	"∂L*M"	500	7667.612	7.93292623420101	0.354771246403297	0.697029494885893
"srv_101"	"srv_098m"	"DL*M+"	500	7769	0	0	0
"srv_101"	"srv_098m"	"DL*M"	500	7685	0	0	0
"srv_101"	"srv_098m"	"Adp"	500	7769	0	0	0
"srv_101"	"srv_098s"	"∂L*M"	500	7676.834	68.2366097767735	3.05163396029984	5.99563493233726
"srv_101"	"srv_098s"	"DL*M+"	500	7769	0	0	0
"srv_101"	"srv_098s"	"DL*M"	500	7686.65	9.39169355418027	0.420009304219874	0.825204624489075
"srv_101"	"srv_098s"	"Adp"	500	7769	0	0	0
"srv_101"	"srv_098u"	"∂L*M"	500	7898.396	228.500319421991	10.2188449421597	20.0772649998071
"srv_101"	"srv_098u"	"DL*M+"	500	7769	0	0	0
"srv_101"	"srv_098u"	"DL*M"	500	7727	0	0	0
"srv_101"	"srv_098u"	"Adp"	500	7769	0	0	0
"srv_101"	"srv_098za"	"∂L*M"	500	7947.526	140.375638783686	6.27778941410555	12.3341573723246
"srv_101"	"srv_098za"	"DL*M+"	500	7769	0	0	0
"srv_101"	"srv_098za"	"DL*M"	500	7688.6	38.2775435559985	1.71182378805843	3.36327050859028
"srv_101"	"srv_098za"	"Adp"	500	7769	0	0	0
"srv_101"	"srv_100"	"∂L*M"	500	7667.276	7.62759361586192	0.341116356596213	0.670201331551217
"srv_101"	"srv_100"	"DL*M+"	500	7769	0	0	0
"srv_101"	"srv_100"	"DL*M"	500	7685	0	0	0
"srv_101"	"srv_100"	"Adp"	500	7769	0	0	0
"srv_101"	"srv_100f"	"∂L*M"	500	7676.198	65.1541012509546	2.91377998820077	5.72478918168981
"srv_101"	"srv_100f"	"DL*M+"	500	7769	0	0	0
"srv_101"	"srv_100f"	"DL*M"	500	7686.32	8.42612598994323	0.376827810009815	0.740364673667809
"srv_101"	"srv_100f"	"Adp"	500	7769	0	0	0
"srv_101"	"srv_100h"	"∂L*M"	500	7901.096	228.834598194113	10.2337943433178	20.10663652764
"srv_101"	"srv_100h"	"DL*M+"	500	7769	0	0	0
"srv_101"	"srv_100h"	"DL*M"	500	7727	0	0	0
"srv_101"	"srv_100h"	"Adp"	500	7769	0	0	0
"srv_101"	"srv_100m"	"∂L*M"	500	7954.636	142.196805051075	6.35923444554979	12.494174819353
"srv_101"	"srv_100m"	"DL*M+"	500	7769	0	0	0
"srv_101"	"srv_100m"	"DL*M"	500	7687	34.1516129242919	1.52730656079954	3.00074408905118
"srv_101"	"srv_100m"	"Adp"	500	7769	0	0	0
"srv_101"	"srv_101h"	"∂L*M"	500	7935.192	143.440934671658	6.41487361363869	12.6034907281873
"srv_101"	"srv_101h"	"DL*M+"	500	7769	0	0	0
"srv_101"	"srv_101h"	"DL*M"	500	7688.6	38.2775435559985	1.71182378805843	3.36327050859028
"srv_101"	"srv_101h"	"Adp"	500	7769	0	0	0
"srv_101"	"srv_101k"	"∂L*M"	500	7933.852	152.360130331492	6.81375216963888	13.3871791505956
"srv_101"	"srv_101k"	"DL*M+"	500	7769	0	0	0
"srv_101"	"srv_101k"	"DL*M"	500	7664.632	29.5680421101644	1.32232304239808	2.59800694577977
"srv_101"	"srv_101k"	"Adp"	500	7769	0	0	0
"srv_101"	"srv_102"	"∂L*M"	500	7775.728	42.3187401458866	1.89255159376703	3.71835174023468
"srv_101"	"srv_102"	"DL*M+"	500	7769	0	0	0
"srv_101"	"srv_102"	"DL*M"	500	7642.974	28.956143397921	1.29495810007966	2.54424223932409
"srv_101"	"srv_102"	"Adp"	500	7769	0	0	0
"srv_101"	"srv_110pre1"	"∂L*M"	500	7757.916	52.125878010031	2.33114013234582	4.58005953253075
"srv_101"	"srv_110pre1"	"DL*M+"	500	7769	0	0	0
"srv_101"	"srv_110pre1"	"DL*M"	500	8258.06	33.7709543055777	1.51028298984622	2.96729737885963
"srv_101"	"srv_110pre1"	"Adp"	500	7769	0	0	0
"srv_101h"	"null"	"L*M"	73	4523	0	0	0
"srv_101h"	"srv_097"	"∂L*M"	500	4459.77	42.5011740967141	1.90071028807612	3.73438136673582
"srv_101h"	"srv_097"	"DL*M+"	500	5194	98.3623418824562	4.39889765750493	8.64264351564684
"srv_101h"	"srv_097"	"DL*M"	500	5122.67	80.4207441658206	3.59652501511789	7.06619840262456
"srv_101h"	"srv_097"	"Adp"	500	4578	0	0	0
"srv_101h"	"srv_097c"	"∂L*M"	500	4497.012	21.2017661002932	0.948171804866126	1.86290101272632
"srv_101h"	"srv_097c"	"DL*M+"	500	4936.05	27.5220352599458	1.2308228344077	2.41823379785958
"srv_101h"	"srv_097c"	"DL*M"	500	4885.71	10.5084134628884	0.469950536773848	0.92332563191002
"srv_101h"	"srv_097c"	"Adp"	500	4578	0	0	0
"srv_101h"	"srv_097e"	"∂L*M"	500	4496.4	19.9614859628157	0.892704790895274	1.75392334014746
"srv_101h"	"srv_097e"	"DL*M+"	500	4936.38	27.5134436077768	1.23043860404192	2.41747888916703
"srv_101h"	"srv_097e"	"DL*M"	500	4885.836	10.5051330138784	0.469803830634188	0.923037394045592
"srv_101h"	"srv_097e"	"Adp"	500	4578	0	0	0
"srv_101h"	"srv_098f"	"∂L*M"	500	4498.984	20.6186809473355	0.922095444092439	1.81166802030426
"srv_101h"	"srv_098f"	"DL*M+"	500	4934.95	27.5220352599458	1.2308228344077	2.41823379785958
"srv_101h"	"srv_098f"	"DL*M"	500	4885.29	10.5084134628884	0.469950536773848	0.92332563191002
"srv_101h"	"srv_098f"	"Adp"	500	4578	0	0	0
"srv_101h"	"srv_098l"	"∂L*M"	500	4469.184	15.9464957106852	0.713148968240019	1.40114473805371
"srv_101h"	"srv_098l"	"DL*M+"	500	4667.256	11.2774476567751	0.504342791464898	0.990897105523859
"srv_101h"	"srv_098l"	"DL*M"	500	4641.768	5.06334384589903	0.226439620657709	0.444892577990304
"srv_101h"	"srv_098l"	"Adp"	500	4523	0	0	0
"srv_101h"	"srv_098m"	"∂L*M"	500	4471.816	10.5772349789347	0.47302832853773	0.929372659847858
"srv_101h"	"srv_098m"	"DL*M+"	500	4621	0	0	0
"srv_101h"	"srv_098m"	"DL*M"	500	4594	0	0	0
"srv_101h"	"srv_098m"	"Adp"	500	4523	0	0	0
"srv_101h"	"srv_098s"	"∂L*M"	500	4469.438	11.8385158239463	0.529434522701019	1.04019556735423
"srv_101h"	"srv_098s"	"DL*M+"	500	4619.922	7.19468156944917	0.321755941315064	0.632163354626617
"srv_101h"	"srv_098s"	"DL*M"	500	4593.516	3.23026519444657	0.144461851202682	0.283828444934399
"srv_101h"	"srv_098s"	"Adp"	500	4523	0	0	0
"srv_101h"	"srv_098u"	"∂L*M"	500	4460.472	38.1508609651836	1.70615837036588	3.35213949593749
"srv_101h"	"srv_098u"	"DL*M+"	500	4670	0	0	0
"srv_101h"	"srv_098u"	"DL*M"	500	4670	0	0	0
"srv_101h"	"srv_098u"	"Adp"	500	4523	0	0	0
"srv_101h"	"srv_098za"	"∂L*M"	500	4461.63	39.049338043086	1.74633948681418	3.43108451638618
"srv_101h"	"srv_098za"	"DL*M+"	500	4523	0	0	0
"srv_101h"	"srv_098za"	"DL*M"	500	4523	0	0	0
"srv_101h"	"srv_098za"	"Adp"	500	4523	0	0	0
"srv_101h"	"srv_100"	"∂L*M"	500	4471.368	10.1701248211492	0.454821808794951	0.893601775401623
"srv_101h"	"srv_100"	"DL*M+"	500	4621	0	0	0
"srv_101h"	"srv_100"	"DL*M"	500	4594	0	0	0
"srv_101h"	"srv_100"	"Adp"	500	4523	0	0	0
"srv_101h"	"srv_100f"	"∂L*M"	500	4469.924	12.0046009883619	0.536862077054768	1.0547887016962
"srv_101h"	"srv_100f"	"DL*M+"	500	4620.02	6.86687030718007	0.30709577599059	0.603360096936883
"srv_101h"	"srv_100f"	"DL*M"	500	4593.56	3.0830846277135	0.13787973615904	0.270896370053294
"srv_101h"	"srv_100f"	"Adp"	500	4523	0	0	0
"srv_101h"	"srv_100h"	"∂L*M"	500	4461.656	39.5037562456411	1.76666168663671	3.47101213966702
"srv_101h"	"srv_100h"	"DL*M+"	500	4670	0	0	0
"srv_101h"	"srv_100h"	"DL*M"	500	4670	0	0	0
"srv_101h"	"srv_100h"	"Adp"	500	4523	0	0	0
"srv_101h"	"srv_100m"	"∂L*M"	500	4460.594	39.1975261478607	1.75296666032884	3.4441051189696
"srv_101h"	"srv_100m"	"DL*M+"	500	4523	0	0	0
"srv_101h"	"srv_100m"	"DL*M"	500	4523	0	0	0
"srv_101h"	"srv_100m"	"Adp"	500	4523	0	0	0
"srv_101h"	"srv_101"	"∂L*M"	500	4461.398	39.1653858770957	1.75152930372392	3.44128110220259
"srv_101h"	"srv_101"	"DL*M+"	500	4768	0	0	0
"srv_101h"	"srv_101"	"DL*M"	500	4768	0	0	0
"srv_101h"	"srv_101"	"Adp"	500	4523	0	0	0
"srv_101h"	"srv_101k"	"∂L*M"	500	4447.776	25.7106183471262	1.14981380735455	2.25907298147294
"srv_101h"	"srv_101k"	"DL*M+"	500	4523	0	0	0
"srv_101h"	"srv_101k"	"DL*M"	500	4495	0	0	0
"srv_101h"	"srv_101k"	"Adp"	500	4523	0	0	0
"srv_101h"	"srv_102"	"∂L*M"	500	4442.318	9.72553587707086	0.434939186774869	0.85453780354887
"srv_101h"	"srv_102"	"DL*M+"	500	4523	0	0	0
"srv_101h"	"srv_102"	"DL*M"	500	4468.532	4.46910749967903	0.199864563360729	0.392679781851745
"srv_101h"	"srv_102"	"Adp"	500	4523	0	0	0
"srv_101h"	"srv_110pre1"	"∂L*M"	500	4415.424	14.4292977398948	0.645297812279777	1.26783557772613
"srv_101h"	"srv_110pre1"	"DL*M+"	500	4523	0	0	0
"srv_101h"	"srv_110pre1"	"DL*M"	500	4875.978	0.146830236111208	0.00656644778194009	0.0129012929515636
"srv_101h"	"srv_110pre1"	"Adp"	500	4523	0	0	0
"srv_101k"	"null"	"L*M"	73	4033	0	0	0
"srv_101k"	"srv_097"	"∂L*M"	500	3985.596	36.0387898346419	1.61170367794176	3.16656158561512
"srv_101k"	"srv_097"	"DL*M+"	500	4712.19	82.550245220544	3.69175919744827	7.25330779967573
"srv_101k"	"srv_097"	"DL*M"	500	4663.658	72.905524255257	3.26043416340029	6.4058708282129
"srv_101k"	"srv_097"	"Adp"	500	4082	0	0	0
"srv_101k"	"srv_097c"	"∂L*M"	500	4018.352	11.370429602204	0.508501070478081	0.999066998516988
"srv_101k"	"srv_097c"	"DL*M+"	500	4467	0	0	0
"srv_101k"	"srv_097c"	"DL*M"	500	4434	0	0	0
"srv_101k"	"srv_097c"	"Adp"	500	4082	0	0	0
"srv_101k"	"srv_097e"	"∂L*M"	500	4017.944	10.8985513184865	0.487398032088115	0.957605238753079
"srv_101k"	"srv_097e"	"DL*M+"	500	4467	0	0	0
"srv_101k"	"srv_097e"	"DL*M"	500	4434	0	0	0
"srv_101k"	"srv_097e"	"Adp"	500	4082	0	0	0
"srv_101k"	"srv_098f"	"∂L*M"	500	4019.644	12.6634113877719	0.56632497380206	1.11267532087924
"srv_101k"	"srv_098f"	"DL*M+"	500	4467	0	0	0
"srv_101k"	"srv_098f"	"DL*M"	500	4434	0	0	0
"srv_101k"	"srv_098f"	"Adp"	500	4082	0	0	0
"srv_101k"	"srv_098l"	"∂L*M"	500	3980.36	12.7176206796516	0.568749287035163	1.11743844034128
"srv_101k"	"srv_098l"	"DL*M+"	500	4226.256	11.2774476567751	0.504342791464898	0.990897105523859
"srv_101k"	"srv_098l"	"DL*M"	500	4200.768	5.06334384589903	0.226439620657709	0.444892577990304
"srv_101k"	"srv_098l"	"Adp"	500	4033	0	0	0
"srv_101k"	"srv_098m"	"∂L*M"	500	3981.816	10.5772349789347	0.47302832853773	0.929372659847858
"srv_101k"	"srv_098m"	"DL*M+"	500	4180	0	0	0
"srv_101k"	"srv_098m"	"DL*M"	500	4153	0	0	0
"srv_101k"	"srv_098m"	"Adp"	500	4033	0	0	0
"srv_101k"	"srv_098s"	"∂L*M"	500	3979.9	10.1924369776362	0.455819638767542	0.895562241275981
"srv_101k"	"srv_098s"	"DL*M+"	500	4178.922	7.19468156944917	0.321755941315064	0.632163354626617
"srv_101k"	"srv_098s"	"DL*M"	500	4152.516	3.23026519444657	0.144461851202682	0.283828444934399
"srv_101k"	"srv_098s"	"Adp"	500	4033	0	0	0
"srv_101k"	"srv_098u"	"∂L*M"	500	3980.72	27.8772286958284	1.2467075677636	2.44944300035193
"srv_101k"	"srv_098u"	"DL*M+"	500	4229	0	0	0
"srv_101k"	"srv_098u"	"DL*M"	500	4229	0	0	0
"srv_101k"	"srv_098u"	"Adp"	500	4033	0	0	0
"srv_101k"	"srv_098za"	"∂L*M"	500	3981.836	28.8664450061761	1.29094666605138	2.53636085698872
"srv_101k"	"srv_098za"	"DL*M+"	500	4082	0	0	0
"srv_101k"	"srv_098za"	"DL*M"	500	4082	0	0	0
"srv_101k"	"srv_098za"	"Adp"	500	4033	0	0	0
"srv_101k"	"srv_100"	"∂L*M"	500	3981.368	10.1701248211492	0.454821808794951	0.893601775401623
"srv_101k"	"srv_100"	"DL*M+"	500	4180	0	0	0
"srv_101k"	"srv_100"	"DL*M"	500	4153	0	0	0
"srv_101k"	"srv_100"	"Adp"	500	4033	0	0	0
"srv_101k"	"srv_100f"	"∂L*M"	500	3980.344	10.5238380039159	0.470640343219035	0.92468091490697
"srv_101k"	"srv_100f"	"DL*M+"	500	4179.02	6.86687030718007	0.30709577599059	0.603360096936883
"srv_101k"	"srv_100f"	"DL*M"	500	4152.56	3.0830846277135	0.13787973615904	0.270896370053294
"srv_101k"	"srv_100f"	"Adp"	500	4033	0	0	0
"srv_101k"	"srv_100h"	"∂L*M"	500	3981.988	29.3515055449548	1.31263923280962	2.57898088046459
"srv_101k"	"srv_100h"	"DL*M+"	500	4229	0	0	0
"srv_101k"	"srv_100h"	"DL*M"	500	4229	0	0	0
"srv_101k"	"srv_100h"	"Adp"	500	4033	0	0	0
"srv_101k"	"srv_100m"	"∂L*M"	500	3981.388	29.0947153435438	1.3011552258834	2.55641791453034
"srv_101k"	"srv_100m"	"DL*M+"	500	4082	0	0	0
"srv_101k"	"srv_100m"	"DL*M"	500	4082	0	0	0
"srv_101k"	"srv_100m"	"Adp"	500	4033	0	0	0
"srv_101k"	"srv_101"	"∂L*M"	500	3981.814	29.0193668315249	1.29778553798585	2.54979738967956
"srv_101k"	"srv_101"	"DL*M+"	500	4327	0	0	0
"srv_101k"	"srv_101"	"DL*M"	500	4327	0	0	0
"srv_101k"	"srv_101"	"Adp"	500	4033	0	0	0
"srv_101k"	"srv_101h"	"∂L*M"	500	3983.686	28.3240517549243	1.26669010244466	2.48870327354623
"srv_101k"	"srv_101h"	"DL*M+"	500	4082	0	0	0
"srv_101k"	"srv_101h"	"DL*M"	500	4082	0	0	0
"srv_101k"	"srv_101h"	"Adp"	500	4033	0	0	0
"srv_101k"	"srv_102"	"∂L*M"	500	3980.22	9.98232907630154	0.446423327767659	0.877101032887649
"srv_101k"	"srv_102"	"DL*M+"	500	4033	0	0	0
"srv_101k"	"srv_102"	"DL*M"	500	4006.56	4.70432368387267	0.21038375090603	0.41334713879131
"srv_101k"	"srv_102"	"Adp"	500	4033	0	0	0
"srv_101k"	"srv_110pre1"	"∂L*M"	500	3953.424	14.4292977398948	0.645297812279777	1.26783557772613
"srv_101k"	"srv_110pre1"	"DL*M+"	500	4033	0	0	0
"srv_101k"	"srv_110pre1"	"DL*M"	500	4365.978	0.146830236111208	0.00656644778194009	0.0129012929515636
"srv_101k"	"srv_110pre1"	"Adp"	500	4033	0	0	0
"srv_102"	"null"	"L*M"	73	3870	0	0	0
"srv_102"	"srv_097"	"∂L*M"	500	3849.88	41.8668277103132	1.87234145525064	3.6786442870956
"srv_102"	"srv_097"	"DL*M+"	500	4543.19	82.550245220544	3.69175919744827	7.25330779967573
"srv_102"	"srv_097"	"DL*M"	500	4500.132	38.4867384181634	1.72117926670532	3.38165149245458
"srv_102"	"srv_097"	"Adp"	500	3913	0	0	0
"srv_102"	"srv_097c"	"∂L*M"	500	3888.584	9.36388320181507	0.418765587452538	0.822761057602226
"srv_102"	"srv_097c"	"DL*M+"	500	4298	0	0	0
"srv_102"	"srv_097c"	"DL*M"	500	4298	0	0	0
"srv_102"	"srv_097c"	"Adp"	500	3913	0	0	0
"srv_102"	"srv_097e"	"∂L*M"	500	3888.248	8.97527755640063	0.4013866146608	0.788616078973124
"srv_102"	"srv_097e"	"DL*M+"	500	4298	0	0	0
"srv_102"	"srv_097e"	"DL*M"	500	4298	0	0	0
"srv_102"	"srv_097e"	"Adp"	500	3913	0	0	0
"srv_102"	"srv_098f"	"∂L*M"	500	3889.648	10.4286917311063	0.466385272542873	0.916320852488786
"srv_102"	"srv_098f"	"DL*M+"	500	4298	0	0	0
"srv_102"	"srv_098f"	"DL*M"	500	4298	0	0	0
"srv_102"	"srv_098f"	"Adp"	500	3913	0	0	0
"srv_102"	"srv_098l"	"∂L*M"	500	3852.612	7.93292623420101	0.354771246403297	0.697029494885893
"srv_102"	"srv_098l"	"DL*M+"	500	4066	0	0	0
"srv_102"	"srv_098l"	"DL*M"	500	4066	0	0	0
"srv_102"	"srv_098l"	"Adp"	500	3870	0	0	0
"srv_102"	"srv_098m"	"∂L*M"	500	3852.612	7.93292623420101	0.354771246403297	0.697029494885893
"srv_102"	"srv_098m"	"DL*M+"	500	4017	0	0	0
"srv_102"	"srv_098m"	"DL*M"	500	4017	0	0	0
"srv_102"	"srv_098m"	"Adp"	500	3870	0	0	0
"srv_102"	"srv_098s"	"∂L*M"	500	3851.604	6.92814422228128	0.309836028778867	0.608743952128747
"srv_102"	"srv_098s"	"DL*M+"	500	4017	0	0	0
"srv_102"	"srv_098s"	"DL*M"	500	4017	0	0	0
"srv_102"	"srv_098s"	"Adp"	500	3870	0	0	0
"srv_102"	"srv_098u"	"∂L*M"	500	3818.816	32.249499289273	1.44224145302291	2.8336141716549
"srv_102"	"srv_098u"	"DL*M+"	500	4190.264	73.5524181821433	3.28936413929528	6.46271040213435
"srv_102"	"srv_098u"	"DL*M"	500	4153.262	37.5523863348107	1.67939377123942	3.29955430139574
"srv_102"	"srv_098u"	"Adp"	500	3870	0	0	0
"srv_102"	"srv_098za"	"∂L*M"	500	3819.698	31.9625719868729	1.42940967396757	2.80840319820621
"srv_102"	"srv_098za"	"DL*M+"	500	4043.558	73.5447639237574	3.28902183045391	6.46203785789293
"srv_102"	"srv_098za"	"DL*M"	500	4007.668	38.8702916782252	1.73833228995512	3.41535254137775
"srv_102"	"srv_098za"	"Adp"	500	3870	0	0	0
"srv_102"	"srv_100"	"∂L*M"	500	3852.276	7.62759361586192	0.341116356596213	0.670201331551217
"srv_102"	"srv_100"	"DL*M+"	500	4017	0	0	0
"srv_102"	"srv_100"	"DL*M"	500	4017	0	0	0
"srv_102"	"srv_100"	"Adp"	500	3870	0	0	0
"srv_102"	"srv_100f"	"∂L*M"	500	3851.898	7.25015347774803	0.324236720471022	0.637037414346876
"srv_102"	"srv_100f"	"DL*M+"	500	4017	0	0	0
"srv_102"	"srv_100f"	"DL*M"	500	4017	0	0	0
"srv_102"	"srv_100f"	"Adp"	500	3870	0	0	0
"srv_102"	"srv_100h"	"∂L*M"	500	3820.552	31.7873586247218	1.42157389420084	2.79300801139722
"srv_102"	"srv_100h"	"DL*M+"	500	4189.676	73.5641924091444	3.28989069873442	6.46374494894054
"srv_102"	"srv_100h"	"DL*M"	500	4153.75	38.462321828002	1.72008732359773	3.37950611973781
"srv_102"	"srv_100h"	"Adp"	500	3870	0	0	0
"srv_102"	"srv_100m"	"∂L*M"	500	3822.526	32.3102030703134	1.44495620864086	2.83894793180684
"srv_102"	"srv_100m"	"DL*M+"	500	4039.442	73.5447639237574	3.28902183045391	6.46203785789293
"srv_102"	"srv_100m"	"DL*M"	500	4005.898	39.3033472137477	1.75769912226434	3.453403126026
"srv_102"	"srv_100m"	"Adp"	500	3870	0	0	0
"srv_102"	"srv_101"	"∂L*M"	500	3820.846	32.1266014549016	1.43674529478407	2.82281570802554
"srv_102"	"srv_101"	"DL*M+"	500	4287.088	73.5712560408674	3.29020659394843	6.46436559755197
"srv_102"	"srv_101"	"DL*M"	500	4251.416	38.4120543037165	1.71783929157047	3.37508934514197
"srv_102"	"srv_101"	"Adp"	500	3870	0	0	0
"srv_102"	"srv_101h"	"∂L*M"	500	3817.57	32.2641449615545	1.44289642739886	2.83490101906168
"srv_102"	"srv_101h"	"DL*M+"	500	4048.556	73.2337984982683	3.275115033853	6.43471476587663
"srv_102"	"srv_101h"	"DL*M"	500	4010.152	38.5707700805833	1.72493727689399	3.38903496552388
"srv_102"	"srv_101h"	"Adp"	500	3870	0	0	0
"srv_102"	"srv_101k"	"∂L*M"	500	3819.796	31.9986595410628	1.43102355845377	2.81157404448992
"srv_102"	"srv_101k"	"DL*M+"	500	3995.146	73.5259192775665	3.28817907225602	6.46038206609203
"srv_102"	"srv_101k"	"DL*M"	500	3959.1	39.0044702232294	1.74433293691015	3.42714218881524
"srv_102"	"srv_101k"	"Adp"	500	3870	0	0	0
"srv_102"	"srv_110pre1"	"∂L*M"	500	3832.242	8.43978055352052	0.377438460657054	0.741564436942064
"srv_102"	"srv_110pre1"	"DL*M+"	500	3870	0	0	0
"srv_102"	"srv_110pre1"	"DL*M"	500	3850	0	0	0
"srv_102"	"srv_110pre1"	"Adp"	500	3870	0	0	0
"srv_110pre1"	"null"	"L*M"	73	3333	0	0	0
"srv_110pre1"	"srv_097"	"∂L*M"	500	3302.782	41.1270877974773	1.83925928063523	3.6136467663109
"srv_110pre1"	"srv_097"	"DL*M+"	500	4018.992	87.1253211136597	3.89636281143282	7.65529853357347
"srv_110pre1"	"srv_097"	"DL*M"	500	3971.09	43.8985656728813	1.96320353918603	3.85716369392984
"srv_110pre1"	"srv_097"	"Adp"	500	3370	0	0	0
"srv_110pre1"	"srv_097c"	"∂L*M"	500	3340.352	11.370429602204	0.508501070478081	0.999066998516988
"srv_110pre1"	"srv_097c"	"DL*M+"	500	3771.5	21.0626986530477	0.941952519556159	1.85068180008689
"srv_110pre1"	"srv_097c"	"DL*M"	500	3771.5	21.0626986530477	0.941952519556159	1.85068180008689
"srv_110pre1"	"srv_097c"	"Adp"	500	3370	0	0	0
"srv_110pre1"	"srv_097e"	"∂L*M"	500	3339.944	10.8985513184865	0.487398032088115	0.957605238753079
"srv_110pre1"	"srv_097e"	"DL*M+"	500	3775.5	23.1478215667603	1.03520205108623	2.03389189537986
"srv_110pre1"	"srv_097e"	"DL*M"	500	3775.5	23.1478215667603	1.03520205108623	2.03389189537986
"srv_110pre1"	"srv_097e"	"Adp"	500	3370	0	0	0
"srv_110pre1"	"srv_098f"	"∂L*M"	500	3341.644	12.6634113877719	0.56632497380206	1.11267532087924
"srv_110pre1"	"srv_098f"	"DL*M+"	500	3775.6	23.188691874742	1.0370298268244	2.03748298009277
"srv_110pre1"	"srv_098f"	"DL*M"	500	3775.6	23.188691874742	1.0370298268244	2.03748298009277
"srv_110pre1"	"srv_098f"	"Adp"	500	3370	0	0	0
"srv_110pre1"	"srv_098l"	"∂L*M"	500	3309.816	10.5772349789347	0.47302832853773	0.929372659847858
"srv_110pre1"	"srv_098l"	"DL*M+"	500	3541.5	22.2202042058551	0.993717741564374	1.95238645319743
"srv_110pre1"	"srv_098l"	"DL*M"	500	3541.5	22.2202042058551	0.993717741564374	1.95238645319743
"srv_110pre1"	"srv_098l"	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_098m"	"∂L*M"	500	3309.816	10.5772349789347	0.47302832853773	0.929372659847858
"srv_110pre1"	"srv_098m"	"DL*M+"	500	3494.9	23.3082936549678	1.0423785810407	2.04799183470671
"srv_110pre1"	"srv_098m"	"DL*M"	500	3494.9	23.3082936549678	1.0423785810407	2.04799183470671
"srv_110pre1"	"srv_098m"	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_098s"	"∂L*M"	500	3308.472	9.23752562970837	0.413114705038489	0.81165860283833
"srv_110pre1"	"srv_098s"	"DL*M+"	500	3491.9	21.8986095037195	0.979335589260793	1.92412941586093
"srv_110pre1"	"srv_098s"	"DL*M"	500	3491.9	21.8986095037195	0.979335589260793	1.92412941586093
"srv_110pre1"	"srv_098s"	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_098u"	"∂L*M"	500	3277.2	30.87410599259	1.3807319948793	2.71276473141642
"srv_110pre1"	"srv_098u"	"DL*M+"	500	3666.836	76.8906329983423	3.43865364434564	6.7560238804728
"srv_110pre1"	"srv_098u"	"DL*M"	500	3625.592	43.0427565774728	1.92493059292411	3.78196771152935
"srv_110pre1"	"srv_098u"	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_098za"	"∂L*M"	500	3278.146	30.7005820054106	1.3729717662581	2.69751798216357
"srv_110pre1"	"srv_098za"	"DL*M+"	500	3519.078	78.5324812879007	3.51207933202952	6.90028548711881
"srv_110pre1"	"srv_098za"	"DL*M"	500	3478.924	45.6087990315268	2.03968750013241	4.00743397994035
"srv_110pre1"	"srv_098za"	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_100"	"∂L*M"	500	3309.368	10.1701248211492	0.454821808794951	0.893601775401623
"srv_110pre1"	"srv_100"	"DL*M+"	500	3493.7	22.8024099559586	1.01975477424683	2.00354217656276
"srv_110pre1"	"srv_100"	"DL*M"	500	3493.7	22.8024099559586	1.01975477424683	2.00354217656276
"srv_110pre1"	"srv_100"	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_100f"	"∂L*M"	500	3308.864	9.66687130366404	0.432315627294696	0.849383219129168
